NNS ==> 'appliances' [8.26856292376E-4]
RB ==> 'repeatedly' [3.54358610914E-4]
NN ==> 'frequency' [7.59532128209E-5]
NN ==> 'responsibility' [3.03812851284E-4]
CC ==> 'or' [0.128476821192]
NN ==> 'town' [2.27859638463E-4]
NN ==> 'chest' [7.59532128209E-5]
PRP$ ==> 'their' [0.236292428198]
JJ ==> 'less-serious' [1.71408981831E-4]
NNP ==> 'Hoylake' [2.12539851222E-4]
NNS ==> 'containers' [1.65371258475E-4]
VBP ==> 'regard' [0.00151400454201]
JJ ==> 'fair' [1.71408981831E-4]
VB ==> 'rule' [7.83085356304E-4]
JJ ==> 'capped' [3.42817963661E-4]
VBZ ==> 'purrs' [4.70588235294E-4]
NN ==> 'tie-in' [7.59532128209E-5]
VBN ==> 'wanted' [4.68603561387E-4]
NN ==> 'telecommunications' [7.59532128209E-5]
NN ==> 'incident' [7.59532128209E-5]
CD ==> '175' [5.64015792442E-4]
NNPS ==> 'Toys' [0.00409836065574]
WRB ==> 'When' [0.11797752809]
DT ==> 'Neither' [6.12369871402E-4]
NNP ==> 'Lane' [0.00116896918172]
RP ==> 'off' [0.125]
NNP ==> 'Monetary' [2.12539851222E-4]
VBD ==> 'treated' [3.28623069339E-4]
CD ==> '3.5' [8.46023688663E-4]
CD ==> '60,000' [5.64015792442E-4]
NNS ==> 'bidders' [4.96113775426E-4]
VBZ ==> 'acts' [9.41176470588E-4]
JJ ==> 'band-wagon' [1.71408981831E-4]
JJ ==> 'unfair-trade' [1.71408981831E-4]
NN ==> 'replacement' [2.27859638463E-4]
VBG ==> 'checking' [6.84931506849E-4]
NNP ==> 'Shell' [1.06269925611E-4]
NNS ==> 'erasures' [1.65371258475E-4]
VB ==> 'complete' [0.00234925606891]
CD ==> '909' [2.82007896221E-4]
VB ==> 'pick' [7.83085356304E-4]
NNP ==> 'Maxwell' [4.25079702444E-4]
NN ==> 'silver' [7.59532128209E-5]
VB ==> 'feel' [0.00117462803446]
VBG ==> 'neighboring' [6.84931506849E-4]
NN ==> 'machinery' [3.79766064105E-4]
VBN ==> 'noticed' [4.68603561387E-4]
NNP ==> 'Shores' [1.06269925611E-4]
VBG ==> 'Offering' [6.84931506849E-4]
NNP ==> 'Robertson' [1.06269925611E-4]
VBN ==> 'appointed' [4.68603561387E-4]
NNP ==> 'Steinberg' [8.50159404888E-4]
CD ==> '1972' [0.00112803158488]
NNP ==> 'Protection' [1.06269925611E-4]
NN ==> 'editing' [7.59532128209E-5]
JJ ==> 'absurd' [1.71408981831E-4]
NN ==> 'Asia' [7.59532128209E-5]
VB ==> 'demobilize' [3.91542678152E-4]
JJ ==> 'pre-emptive' [1.71408981831E-4]
NNP ==> 'Taizo' [1.06269925611E-4]
VB ==> 'wield' [3.91542678152E-4]
VB ==> 'erode' [3.91542678152E-4]
RB ==> 'longer' [3.54358610914E-4]
NNP ==> 'Park' [4.25079702444E-4]
CD ==> '1961' [2.82007896221E-4]
JJ ==> 'mid-size' [1.71408981831E-4]
NNS ==> 'wires' [1.65371258475E-4]
RB ==> 'continuingly' [3.54358610914E-4]
NN ==> 'giant' [7.59532128209E-5]
JJ ==> 'Philippine' [1.71408981831E-4]
NNP ==> 'Robbie' [2.12539851222E-4]
NNS ==> 'answers' [0.00165371258475]
NN ==> 'rebellion' [7.59532128209E-5]
NNS ==> 'Periods' [1.65371258475E-4]
NN ==> 'newsstand' [7.59532128209E-5]
VBD ==> 'passed' [0.00131449227736]
VBN ==> 'minted' [4.68603561387E-4]
NN ==> 'den' [7.59532128209E-5]
JJ ==> 'acquisition-minded' [1.71408981831E-4]
VB ==> 'outbid' [3.91542678152E-4]
CD ==> '1:30' [2.82007896221E-4]
JJ ==> 'minor' [1.71408981831E-4]
VBZ ==> 'builds' [4.70588235294E-4]
CD ==> '1.2' [8.46023688663E-4]
NNP ==> 'Nemeth' [2.12539851222E-4]
NNP ==> 'Jamaica' [3.18809776833E-4]
NNP ==> 'Cutrer' [2.12539851222E-4]
VBD ==> 'contained' [0.00131449227736]
NNPS ==> 'ASSETS' [0.00409836065574]
NNS ==> 'computers' [0.00248056887713]
JJ ==> 'leery' [1.71408981831E-4]
NNP ==> 'Mae' [6.37619553666E-4]
NN ==> 'media' [7.59532128209E-5]
NNP ==> 'M.D.' [3.18809776833E-4]
VBD ==> 'arranged' [3.28623069339E-4]
VBD ==> 'worked' [0.0016431153467]
NNP ==> 'Francis' [2.12539851222E-4]
JJ ==> 'infectious' [1.71408981831E-4]
NN ==> 'Grain' [7.59532128209E-5]
VBN ==> 'charged' [0.00140581068416]
NNP ==> 'Enright' [1.06269925611E-4]
NN ==> 'duckling' [7.59532128209E-5]
NNS ==> 'managers' [0.00661485033901]
NNP ==> 'Puccio' [2.12539851222E-4]
NNP ==> 'Northampton' [1.06269925611E-4]
VBP ==> 'gloss' [7.57002271007E-4]
JJ ==> 'reassuring' [1.71408981831E-4]
NNP ==> 'Purepac' [1.06269925611E-4]
VBZ ==> 'orders' [4.70588235294E-4]
NN ==> 'roadblock' [7.59532128209E-5]
VBZ ==> 'gives' [0.00611764705882]
NNP ==> 'Hayne' [1.06269925611E-4]
IN ==> 'whether' [0.00284062087856]
CD ==> '20s' [2.82007896221E-4]
VBN ==> 'flirted' [4.68603561387E-4]
VBN ==> 'expected' [0.0243673851921]
JJ ==> 'giant' [6.85635927323E-4]
NN ==> 'opening' [7.59532128209E-5]
NNS ==> 'Proponents' [1.65371258475E-4]
NNP ==> 'Article' [0.00106269925611]
VBZ ==> 'stays' [4.70588235294E-4]
VB ==> 'single' [3.91542678152E-4]
NNP ==> 'Bradley' [3.18809776833E-4]
VBN ==> 'alarmed' [4.68603561387E-4]
NNP ==> 'Dumpster' [2.12539851222E-4]
NNS ==> 'Polls' [1.65371258475E-4]
NN ==> 'clearance' [1.51906425642E-4]
NN ==> 'rape' [3.79766064105E-4]
CD ==> '107.9' [2.82007896221E-4]
NNS ==> 'Ports' [1.65371258475E-4]
NNP ==> 'Carney' [1.06269925611E-4]
RB ==> 'abroad' [0.00106307583274]
JJ ==> 'super-absorbent' [1.71408981831E-4]
NNP ==> 'Farm' [2.12539851222E-4]
NN ==> 'theory' [2.27859638463E-4]
VBN ==> 'promised' [4.68603561387E-4]
NNP ==> 'Bancorp' [3.18809776833E-4]
VBZ ==> 'resembles' [4.70588235294E-4]
NN ==> 'electricity' [3.03812851284E-4]
VBD ==> 'argued' [9.85869208018E-4]
NNP ==> 'Woodcliff' [1.06269925611E-4]
NNS ==> 'marks' [0.0013229700678]
JJ ==> 'partisan' [1.71408981831E-4]
NN ==> 'Nomenklatura' [7.59532128209E-5]
VBG ==> 'drinking' [6.84931506849E-4]
NNS ==> 'Inventories' [1.65371258475E-4]
IN ==> 'Until' [5.07253728315E-4]
CD ==> '2.9' [5.64015792442E-4]
JJ ==> 'airline-related' [1.71408981831E-4]
RB ==> 'however' [0.00850460666194]
RP ==> 'away' [0.0185185185185]
VB ==> 'waive' [3.91542678152E-4]
NNP ==> 'Wellington' [1.06269925611E-4]
NNS ==> 'clues' [3.30742516951E-4]
NNP ==> 'Aerojet' [1.06269925611E-4]
NN ==> 'club' [2.27859638463E-4]
JJ ==> 'bilateral' [6.85635927323E-4]
VB ==> 'expect' [7.83085356304E-4]
VBZ ==> 'enhances' [4.70588235294E-4]
CD ==> '120' [0.00169204737733]
CD ==> '1965' [5.64015792442E-4]
NNS ==> 'demonstrators' [3.30742516951E-4]
VBD ==> 'lifted' [3.28623069339E-4]
NN ==> 'spirit' [3.03812851284E-4]
NN ==> 'lieu' [7.59532128209E-5]
JJ ==> 'school-improvement' [1.71408981831E-4]
VBN ==> 'tanked' [4.68603561387E-4]
NNS ==> 'Pressures' [1.65371258475E-4]
VBZ ==> 'feels' [9.41176470588E-4]
CD ==> '1956' [5.64015792442E-4]
VBD ==> 'brought' [9.85869208018E-4]
JJ ==> 'biannual' [1.71408981831E-4]
JJ ==> 'seasonal' [1.71408981831E-4]
NNP ==> 'Borough' [1.06269925611E-4]
VBP ==> 'dismiss' [7.57002271007E-4]
VBN ==> 'enhanced' [4.68603561387E-4]
IN ==> 'After' [0.00101450745663]
VBG ==> 'complaining' [6.84931506849E-4]
RB ==> 'smoothly' [3.54358610914E-4]
CD ==> '20,000' [0.00141003948111]
NNS ==> 'guards' [8.26856292376E-4]
VBP ==> 'jet' [7.57002271007E-4]
NN ==> 'priority' [3.03812851284E-4]
RB ==> 'free' [3.54358610914E-4]
VBN ==> 'entered' [9.37207122774E-4]
NNP ==> 'Backe' [3.18809776833E-4]
JJ ==> 'stock-picking' [1.71408981831E-4]
JJ ==> 'troubled' [8.57044909153E-4]
VBN ==> 'armed' [4.68603561387E-4]
VBN ==> 'lifted' [4.68603561387E-4]
JJ ==> '84-month' [1.71408981831E-4]
CD ==> '133.8' [2.82007896221E-4]
VBN ==> 'Funded' [4.68603561387E-4]
VB ==> 'herald' [3.91542678152E-4]
NN ==> 'optimism' [2.27859638463E-4]
NN ==> 'track' [7.59532128209E-5]
NNP ==> 'Human' [3.18809776833E-4]
NNS ==> 'cigarettes' [9.92227550852E-4]
IN ==> 'are' [1.01450745663E-4]
NN ==> 'polystyrene' [7.59532128209E-5]
NNP ==> 'April' [0.00138150903294]
NNP ==> 'Karns' [2.12539851222E-4]
NN ==> 'labor-management' [2.27859638463E-4]
NNS ==> 'bulls' [1.65371258475E-4]
NNS ==> 'swings' [8.26856292376E-4]
NN ==> 'jury' [1.51906425642E-4]
NNP ==> 'Perignon' [1.06269925611E-4]
NN ==> 'try' [7.59532128209E-5]
VBZ ==> 'sends' [4.70588235294E-4]
VBZ ==> 'contains' [4.70588235294E-4]
NN ==> 'new-car' [7.59532128209E-5]
VBG ==> 'asserting' [6.84931506849E-4]
VBN ==> 'outpaced' [4.68603561387E-4]
VBN ==> 'oriented' [9.37207122774E-4]
JJ ==> 'indirect' [1.71408981831E-4]
NNS ==> 'observers' [6.61485033901E-4]
NNS ==> 'shipyards' [1.65371258475E-4]
VBN ==> 'moved' [9.37207122774E-4]
JJ ==> 'Domestic' [1.71408981831E-4]
PDT ==> 'such' [0.185185185185]
NNP ==> 'Hackensack' [1.06269925611E-4]
NNS ==> 'tows' [1.65371258475E-4]
RB ==> 'little' [0.00318922749823]
JJR ==> 'lesser' [0.00262467191601]
NN ==> 'bread' [7.59532128209E-5]
NNS ==> 'mortgages' [8.26856292376E-4]
JJ ==> 'York-based' [6.85635927323E-4]
NNP ==> 'Haden' [1.06269925611E-4]
NNS ==> 'Yields' [1.65371258475E-4]
JJ ==> 'inner' [1.71408981831E-4]
VBN ==> 'based' [0.014526710403]
CD ==> '50\\/50' [2.82007896221E-4]
VBG ==> 'declining' [0.0027397260274]
NNP ==> 'R.D.' [1.06269925611E-4]
NNP ==> 'Crown' [2.12539851222E-4]
NN ==> 'roll' [7.59532128209E-5]
NN ==> 'timing' [7.59532128209E-5]
CD ==> 'Four' [2.82007896221E-4]
VBZ ==> 'doubts' [4.70588235294E-4]
NN ==> 'showing' [1.51906425642E-4]
NNS ==> 'feet' [4.96113775426E-4]
NNS ==> 'Contracts' [1.65371258475E-4]
JJ ==> 'Calif.-based' [1.71408981831E-4]
VBG ==> 'targeting' [0.00205479452055]
NNS ==> 'Modifications' [1.65371258475E-4]
NNS ==> 'communications' [1.65371258475E-4]
NNP ==> 'Joel' [1.06269925611E-4]
NNP ==> 'WayMar' [1.06269925611E-4]
VB ==> 'scoop' [3.91542678152E-4]
JJ ==> 'distorted' [1.71408981831E-4]
NNP ==> 'O'Brien' [2.12539851222E-4]
VBD ==> 'sold' [0.00460072297075]
RB ==> 'excessively' [3.54358610914E-4]
CD ==> '7.79' [2.82007896221E-4]
NNS ==> 'proteins' [3.30742516951E-4]
JJ ==> 'tricky' [1.71408981831E-4]
VBD ==> 'raced' [3.28623069339E-4]
VB ==> 'violate' [0.00156617071261]
NN ==> 'surge' [3.79766064105E-4]
NN ==> 'salary' [3.79766064105E-4]
NNP ==> 'Najarian' [1.06269925611E-4]
VBG ==> 'encircling' [6.84931506849E-4]
NNS ==> 'notes' [0.00479576649578]
JJR ==> 'older' [0.0131233595801]
NNP ==> 'Hallwood' [2.12539851222E-4]
NNS ==> 'examinations' [1.65371258475E-4]
NNP ==> 'Co' [0.00170031880978]
NNP ==> 'System' [4.25079702444E-4]
NNS ==> 'emissions' [0.00115759880933]
NN ==> 'perfection' [7.59532128209E-5]
NNS ==> 'feelings' [1.65371258475E-4]
VBZ ==> 'resumes' [4.70588235294E-4]
NNP ==> 'Garbage' [6.37619553666E-4]
CD ==> '430' [2.82007896221E-4]
VBG ==> 'turning' [0.0041095890411]
NNP ==> 'Blanc' [2.12539851222E-4]
NNS ==> 'revelations' [1.65371258475E-4]
JJ ==> 'gubernatorial' [1.71408981831E-4]
JJ ==> 'cool' [1.71408981831E-4]
NN ==> 'understatement' [7.59532128209E-5]
JJ ==> '30-year' [0.00188549880014]
JJ ==> 'scientific' [6.85635927323E-4]
NN ==> 'petroleum' [7.59532128209E-5]
JJ ==> 'preferred' [5.14226945492E-4]
VBD ==> 'waived' [3.28623069339E-4]
NN ==> 'cataract' [2.27859638463E-4]
NN ==> 'Macmillan\\/McGraw' [7.59532128209E-5]
VBN ==> 'corrected' [4.68603561387E-4]
JJ ==> 'progressive' [1.71408981831E-4]
NNS ==> 'posts' [4.96113775426E-4]
VBG ==> 'providing' [0.00342465753425]
NNS ==> 'fuels' [1.65371258475E-4]
NN ==> 'issuer' [7.59532128209E-5]
NN ==> 'contrast' [1.51906425642E-4]
NNP ==> 'Pencil' [1.06269925611E-4]
NN ==> 'launch-vehicle' [7.59532128209E-5]
VB ==> 'suggest' [3.91542678152E-4]
NNP ==> 'Improvement' [2.12539851222E-4]
NN ==> 'student' [7.59532128209E-4]
VBG ==> 'cooperating' [6.84931506849E-4]
NN ==> 'speedway' [7.59532128209E-5]
NNP ==> 'Agnew' [1.06269925611E-4]
JJ ==> 'unclear' [1.71408981831E-4]
NNS ==> 'alternatives' [9.92227550852E-4]
NNP ==> 'Baking' [1.06269925611E-4]
NNS ==> 'interests' [0.00115759880933]
NNP ==> 'Garret' [1.06269925611E-4]
VB ==> 'intend' [3.91542678152E-4]
VB ==> 'chat' [3.91542678152E-4]
NNP ==> 'Clairton' [2.12539851222E-4]
JJ ==> 'Orleans-based' [1.71408981831E-4]
VBG ==> 'shaping' [6.84931506849E-4]
NNP ==> 'McFall' [2.12539851222E-4]
CD ==> '609' [2.82007896221E-4]
NNS ==> 'Reasons' [1.65371258475E-4]
JJ ==> 'elementary' [1.71408981831E-4]
VBG ==> 'uttering' [6.84931506849E-4]
NNP ==> 'McAlpine' [8.50159404888E-4]
VB ==> 'reduce' [0.00509005481597]
JJ ==> '19-month-old' [1.71408981831E-4]
NNS ==> 'kinds' [3.30742516951E-4]
NNS ==> 'differences' [0.00115759880933]
VBP ==> 'change' [7.57002271007E-4]
NNP ==> 'Tailors' [1.06269925611E-4]
VBN ==> 'notified' [4.68603561387E-4]
NNP ==> 'Air' [6.37619553666E-4]
, ==> 'Wa' [2.04666393778E-4]
NNP ==> 'Eric' [1.06269925611E-4]
VBN ==> 'painted' [4.68603561387E-4]
NNP ==> 'Free' [3.18809776833E-4]
NN ==> 'hedging' [7.59532128209E-5]
VBN ==> 'described' [0.00187441424555]
NN ==> 'enthusiasm' [1.51906425642E-4]
VB ==> 'bounce' [3.91542678152E-4]
NNP ==> 'Drug' [3.18809776833E-4]
NNP ==> 'Huppert' [1.06269925611E-4]
NN ==> 'revenue' [8.3548534103E-4]
NNS ==> 'images' [1.65371258475E-4]
NN ==> 'soul' [7.59532128209E-5]
NNP ==> 'Hahn' [0.00223166843783]
NNS ==> 'marriages' [3.30742516951E-4]
VB ==> 'augment' [3.91542678152E-4]
JJ ==> 'immune' [3.42817963661E-4]
CD ==> '28.36' [2.82007896221E-4]
NN ==> 'debut' [1.51906425642E-4]
RB ==> 'hopefully' [0.00106307583274]
RBR ==> 'lower' [0.00735294117647]
RB ==> 'clearly' [0.00212615166549]
NN ==> 'return' [0.00167097068206]
JJ ==> 'unjustified' [3.42817963661E-4]
VBN ==> 'worried' [0.00281162136832]
VBN ==> 'acquired' [0.00515463917526]
VBG ==> 'drawing' [6.84931506849E-4]
VBN ==> 'extended' [4.68603561387E-4]
RB ==> 'exclusively' [3.54358610914E-4]
NNS ==> 'reins' [1.65371258475E-4]
NN ==> 'insurance-company' [7.59532128209E-5]
VBN ==> 'influenced' [4.68603561387E-4]
VBN ==> 'arrested' [4.68603561387E-4]
NN ==> 'insurer' [1.51906425642E-4]
VBG ==> 'reeling' [6.84931506849E-4]
NN ==> 'Texan' [7.59532128209E-5]
JJS ==> 'smallest' [0.00549450549451]
CD ==> '1,100' [5.64015792442E-4]
NNP ==> 'Keith' [1.06269925611E-4]
NNP ==> 'Leighton' [1.06269925611E-4]
NN ==> 'nomination' [3.79766064105E-4]
JJ ==> 'rapid' [3.42817963661E-4]
NNPS ==> 'Investments' [0.00409836065574]
VBP ==> 'scrounge' [7.57002271007E-4]
JJ ==> 'costly' [5.14226945492E-4]
VBG ==> 'growing' [0.0150684931507]
NN ==> 'downside' [7.59532128209E-5]
VBG ==> 'surrounding' [0.0013698630137]
VBD ==> 'met' [9.85869208018E-4]
VBG ==> 'passing' [0.0013698630137]
NNS ==> 'activities' [0.00148834132628]
NNP ==> 'Ganes' [4.25079702444E-4]
NN ==> 'life' [0.00106334497949]
NNP ==> 'Convention' [1.06269925611E-4]
RB ==> 'inherently' [3.54358610914E-4]
NNP ==> 'Continental' [1.06269925611E-4]
NN ==> 'Teacher' [7.59532128209E-5]
NNS ==> 'merchants' [4.96113775426E-4]
RBR ==> 'More' [0.0147058823529]
NN ==> 'everybody' [7.59532128209E-5]
VBD ==> 'visited' [3.28623069339E-4]
NN ==> 'grandstander' [7.59532128209E-5]
NNP ==> 'Prater' [1.06269925611E-4]
VBG ==> 'revising' [6.84931506849E-4]
NNP ==> 'Mayland' [1.06269925611E-4]
JJ ==> 'rear' [1.71408981831E-4]
NNP ==> 'Jerritts' [2.12539851222E-4]
NNP ==> 'Hubbell' [1.06269925611E-4]
IN ==> 'But' [1.01450745663E-4]
NNS ==> 'ends' [1.65371258475E-4]
VBG ==> 'experiencing' [6.84931506849E-4]
NN ==> 'Output' [7.59532128209E-5]
VB ==> 'stop' [0.00195771339076]
VB ==> 'resonate' [3.91542678152E-4]
NNP ==> 'Glenn' [3.18809776833E-4]
NNP ==> 'Scherer' [2.12539851222E-4]
NN ==> 'novel' [3.03812851284E-4]
NNP ==> 'Lord' [2.12539851222E-4]
NNP ==> 'Congress' [0.00488841657811]
JJ ==> 'blue-chip' [5.14226945492E-4]
NN ==> 'consensus' [1.51906425642E-4]
NNS ==> 'marbles' [1.65371258475E-4]
NNS ==> 'amphobiles' [1.65371258475E-4]
VBP ==> 'possess' [7.57002271007E-4]
VB ==> 'relieve' [3.91542678152E-4]
NN ==> 'writing' [7.59532128209E-5]
NN ==> 'Diaper' [7.59532128209E-5]
NN ==> 'ABORTION' [7.59532128209E-5]
NNP ==> 'Missouri' [3.18809776833E-4]
JJ ==> 'green' [8.57044909153E-4]
NN ==> 'country' [0.00349384778976]
JJ ==> 'heavy' [8.57044909153E-4]
VB ==> 'concern' [3.91542678152E-4]
NNP ==> 'Siti' [1.06269925611E-4]
NN ==> 'departure' [9.87391766672E-4]
CD ==> '1989-90' [8.46023688663E-4]
NNP ==> 'Mortimer' [1.06269925611E-4]
NNP ==> 'Section' [4.25079702444E-4]
NNP ==> 'Raul' [1.06269925611E-4]
NNS ==> 'jobs' [0.00231519761865]
VBD ==> 'feared' [6.57246138679E-4]
JJ ==> 'per-share' [1.71408981831E-4]
NN ==> 'tax' [0.00129120461796]
NNP ==> 'Ohio' [9.56429330499E-4]
JJ ==> 'Francisco-based' [1.71408981831E-4]
NNP ==> 'Chiodo' [1.06269925611E-4]
VBG ==> 'cascading' [6.84931506849E-4]
JJ ==> '84-year-old' [1.71408981831E-4]
VB ==> 'Note' [3.91542678152E-4]
NNS ==> 'units' [0.0019844551017]
JJ ==> 'improbable' [1.71408981831E-4]
CD ==> '1991' [0.00507614213198]
VBN ==> 'rung' [9.37207122774E-4]
NNS ==> 'projections' [1.65371258475E-4]
NN ==> 'tour' [7.59532128209E-5]
VBD ==> 'broke' [3.28623069339E-4]
NN ==> 'similarity' [7.59532128209E-5]
NNS ==> 'slowdowns' [1.65371258475E-4]
CD ==> 'THREE' [2.82007896221E-4]
JJ ==> 'manmade-fiber' [1.71408981831E-4]
VBN ==> 'elected' [0.00281162136832]
NNP ==> 'Mrs.' [0.00616365568544]
NN ==> 'tenth' [7.59532128209E-5]
JJ ==> 'male' [3.42817963661E-4]
NNP ==> 'Alurralde' [1.06269925611E-4]
VBD ==> 'terminated' [3.28623069339E-4]
NNP ==> 'Madison' [5.31349628055E-4]
NN ==> 'Jail' [7.59532128209E-5]
JJ ==> 'several-year' [1.71408981831E-4]
RB ==> 'late' [7.08717221828E-4]
VBN ==> 'rationed' [4.68603561387E-4]
JJS ==> 'oldest' [0.010989010989]
NN ==> 'shipbuilding' [1.51906425642E-4]
CD ==> '13' [0.00733220530175]
VBG ==> 'laughing' [0.0013698630137]
NNS ==> 'documents' [8.26856292376E-4]
NNS ==> 'incisions' [1.65371258475E-4]
VBZ ==> 'centers' [4.70588235294E-4]
VB ==> 'insert' [3.91542678152E-4]
NNS ==> 'motors' [1.65371258475E-4]
VB ==> 'intimidate' [3.91542678152E-4]
NN ==> 'evidence' [9.87391766672E-4]
VBZ ==> 'operates' [0.00329411764706]
NNP ==> 'Bhutto' [1.06269925611E-4]
NNS ==> 'schools' [0.00148834132628]
JJ ==> 'wide' [6.85635927323E-4]
NNP ==> 'Currently' [1.06269925611E-4]
VB ==> 'Think' [7.83085356304E-4]
NNS ==> 'backlogs' [3.30742516951E-4]
NN ==> 'car' [0.00121525140513]
JJ ==> '12-point' [5.14226945492E-4]
NNP ==> 'Secilia' [1.06269925611E-4]
VBN ==> 'ordered' [0.00421743205248]
NNP ==> 'Rankin' [1.06269925611E-4]
VBG ==> 'waiving' [6.84931506849E-4]
VBN ==> 'specified' [0.00140581068416]
VBN ==> 'renovated' [4.68603561387E-4]
NN ==> 'accordance' [7.59532128209E-5]
VBZ ==> 'adds' [0.00470588235294]
JJ ==> 'generic' [1.71408981831E-4]
NNP ==> 'Food' [3.18809776833E-4]
NNP ==> 'Chateau' [3.18809776833E-4]
NN ==> 'liquidation' [7.59532128209E-5]
NN ==> 'lender' [7.59532128209E-5]
CD ==> '37' [8.46023688663E-4]
JJS ==> 'biggest' [0.0384615384615]
NNP ==> 'Driscoll' [2.12539851222E-4]
RB ==> 'Soon' [7.08717221828E-4]
NN ==> 'beauty' [1.51906425642E-4]
JJ ==> 'fastest-growing' [1.71408981831E-4]
NN ==> 'Sterling' [7.59532128209E-5]
VBN ==> 'diluted' [9.37207122774E-4]
NNP ==> 'Malta' [1.06269925611E-4]
NN ==> 'combination' [2.27859638463E-4]
NN ==> 'pasta' [7.59532128209E-5]
NNP ==> 'Squier' [1.06269925611E-4]
NN ==> 'World' [1.51906425642E-4]
NNP ==> 'Wick' [1.06269925611E-4]
NN ==> 'liability' [2.27859638463E-4]
NNP ==> 'European' [1.06269925611E-4]
VB ==> 'post' [7.83085356304E-4]
CD ==> '35' [0.00197405527355]
